Unit_Name,No_Rooms,Bathroom,Locality,Region,Longitude,Latitude,Furnished,Area,Tower,Total_Facilities,Currency,Annual_Price
Sahid Sudirman Residence 3BR View City,3,2,Sudirman,Jakarta Pusat,106.819529,-6.209877,1,110,Tower 1,24,IDR,204000000
Belmont Residence Studio Tower MontBlanc,0,1,Kebon Jeruk,Jakarta Barat,106.762396,-6.200106,1,22,Tower MontBlanc,16,IDR,40000000
Royal Mediterania Garden Residence 1BR View City,1,1,Tanjung Duren,Jakarta Barat,106.789248,-6.176076,1,33,Tower Lavender,20,IDR,68000000
Cosmo Terrace - Thamrin City 1BR Fully Furnished,1,1,Thamrin,Jakarta Pusat,106.815474,-6.194509,1,36,Tower Cosmo Terrace,21,IDR,78000000
Cosmo Terrace - Thamrin City 2BR View City (Timur),2,1,Thamrin,Jakarta Pusat,106.815474,-6.194509,1,50,Tower -,20,IDR,132000000
Kemang Village Apartment Studio Fully Furnished,0,1,Kemang,Jakarta Selatan,106.811453,-6.259374,1,43,Tower Intercone,22,IDR,144000000
Sudirman Park Apartment 2BR Fully Furnished,2,1,Sudirman,Jakarta Pusat,106.818029,-6.205971,1,0,Tower B,24,IDR,84000000
Thamrin Executive Residence 2BR Fully Furnished,2,1,Thamrin,Jakarta Pusat,106.816495,-6.195839,1,60,Tower 1,23,IDR,150000000
Marbella Kemang Residence Apartment 3BR Fully Furnished,3,2,Kemang,Jakarta Selatan,106.814385,-6.247255,1,104,Tower -,24,IDR,238350000
Puri Mansion  Studio Tower A,0,1,Puri Indah,Jakarta Barat,106.728591,-6.182729,1,26,Tower A,13,IDR,43500000
Sudirman Park Apartment 2BR Fully Furnished,2,1,Sudirman,Jakarta Pusat,106.818029,-6.205971,1,48,Tower -,23,IDR,96000000
Tifolia Apartment 2BR View City,2,1,Pulomas,Jakarta Timur,106.892794,-6.17518,0,45,Tower Tifolia,15,IDR,40000000
Mediterania Garden Residence 2 (Tanjung Duren) 2BR Full Furnished Heliconia Tower,2,1,Tanjung Duren,Jakarta Barat,106.788166,-6.175894,1,42,Tower Heliconia,17,IDR,55000000
The Mansion Kemayoran Bougenville 1BR Non Furnished,1,1,Kemayoran,Jakarta Pusat,106.85716,-6.14607,0,32,Tower Fontana,16,IDR,60000000
Taman Sari Semanggi Apartment Studio Fully Furnished,0,1,Semanggi,Jakarta Selatan,106.819159,-6.226598,1,31,Tower B,23,IDR,66000000
Taman Anggrek Residence 3+1BR Tower Beech,3,3,Tanjung Duren,Jakarta Barat,106.7917,-6.1792,1,135,Tower Beech,15,IDR,230000000
Mediterania Palace Kemayoran 2BR Fully Furnished,2,1,Kemayoran,Jakarta Pusat,106.85277,-6.154767,1,36,Tower B,18,IDR,47000000
Casablanca Apartment 2BR Tower 1,2,2,Casablanca,Jakarta Selatan,106.845273,-6.222923,1,122,Tower 1,24,IDR,356400000
Sunter Park View Apartment Studio Tower BB,0,1,Sunter,Jakarta Utara,106.88373,-6.157527,1,22,Tower BB,21,IDR,37950000
The Peak Apartment 3BR View Pool&City,3,3,Sudirman,Jakarta Selatan,106.823647,-6.210159,1,160,Tower Regis,22,IDR,648100000
Metro Park Residence 2BR View Pool (Selatan),2,1,Kedoya,Jakarta Barat,106.757651,-6.186415,1,57,Tower Milan,21,IDR,75000000
Akasa Pure Living Apartment Studio View City,0,1,Serpong,Tangerang,106.682451,-6.293003,1,22,Tower Kirana,16,IDR,36000000
Cinere Resort Apartment Studio Tower Kintamani,0,1,Cinere,Depok,106.794812,-6.33638,0,19,Tower Kintamani,20,IDR,24000000
Woodland Park Residence Kalibata Studio View city pool,0,1,Kalibata,Jakarta Selatan,106.855352,-6.255809,1,36,Tower Mantoa,20,IDR,57000000
Park Royal Apartment 1BR Tower 1,1,1,Gatot Subroto,Jakarta Pusat,106.80924,-6.213072,1,85,Tower 1,23,IDR,160000000
M-Town Residence Serpong Studio View Pool,0,1,Serpong,Tangerang,106.632866,-6.242534,1,25,Tower Carmel,17,IDR,32000000
Ancol Mansion Apartment 4BR Semi Furnished,4,5,Ancol,Jakarta Utara,106.845853,-6.122102,0,160,Tower -,23,IDR,230000000
Batavia Apartment 3BR Tower,3,3,Bendungan Hilir,Jakarta Pusat,106.813631,-6.211458,1,184,Tower -,23,IDR,372000000
Signature Park Grande Studio Fully Furnished,0,1,MT Haryono,Jakarta Timur,106.866201,-6.245201,1,26,Tower The Light A,19,IDR,60000000
Bassura City Apartment 2BR Non Furnished,2,1,Cipinang,Jakarta Timur,106.879075,-6.225031,0,35,Tower Heliconia,14,IDR,38000000
Casa Grande Apartment 3BR View Garden (Selatan),3,2,Casablanca,Jakarta Selatan,106.842672,-6.224187,1,135,Tower Mirage,24,IDR,291600000
Rasuna Said Apartment 3BR View City,3,2,Rasuna Said,Jakarta Selatan,106.834686,-6.22282,1,94,Tower 9,21,IDR,132000000
Grande Valore Condominium Studio Fully Furnished,0,1,Cikarang,Bekasi,107.1457,-6.2943,1,39,Tower A,13,IDR,150000000
Serpong Green View Apartment 2BR Tower A,2,1,Serpong,Tangerang,106.6866,-6.294,0,32,Tower A,15,IDR,42000000
The Summit Apartment 2BR Fully Furnished,2,1,Kelapa Gading,Jakarta Utara,106.908867,-6.158495,1,88,Tower Everest 1,22,IDR,200000000
Lavande Residence Studio Fully Furnished,0,1,Tebet,Jakarta Selatan,106.843171,-6.236462,1,30,Tower c,18,IDR,80000000
Green Park View Apartment 2BR Semi Furnished,2,1,Cengkareng,Jakarta Barat,106.719271,-6.155485,0,33,Tower F,19,IDR,25000000
Casa Grande Apartment 1BR Fully Furnished,1,1,Casablanca,Jakarta Selatan,106.842672,-6.224187,1,50,Tower Montreal,24,IDR,170100000
Kalibata City Apartment 2BR Tower Damar,2,1,Pancoran,Jakarta Selatan,106.851836,-6.257163,1,33,Tower Damar,20,IDR,38000000
The Wave Apartment 1BR View city,1,1,Kuningan,Jakarta Selatan,106.836847,-6.213647,1,40,Tower Sand,21,IDR,84300000
Menteng Regency 1BR View City,1,1,Menteng,Jakarta Pusat,106.835616,-6.188741,1,74,Tower 1,23,IDR,198000000
Marbella Suites Apartment 1BR View City,1,1,Dago Pakar,Bandung,107.6329,-6.8693,1,37,Tower B,6,IDR,60000000
Signature Park Grande Studio Fully Furnished,0,1,MT Haryono,Jakarta Timur,106.866201,-6.245201,1,26,Tower E,19,IDR,54000000
Ascoot Apartment 2BR Fully Furnished,2,2,Thamrin,Jakarta Pusat,106.818528,-6.194918,1,128,Tower 1,20,IDR,486000000
Bellagio Residence 3 BR View City,3,1,Kuningan,Jakarta Selatan,106.824194,-6.227334,1,110,Tower b,24,IDR,245000000
Green Pramuka City Apartment 1BR Fully Furnished,1,1,Cempaka Putih,Jakarta Pusat,106.873191,-6.187929,1,33,Tower chrysant,21,IDR,50500000
Puri Park View Apartment 2BR View Garden,2,1,Kebon Jeruk,Jakarta Barat,106.756061,-6.192081,1,35,Tower AC,21,IDR,42500000
Mediterania Garden Residence 2 Studio Fully Furnished,0,1,Tanjung Duren,Jakarta Barat,106.788166,-6.175894,1,30,Tower E,22,IDR,37000000
Podomoro Golf View Apartment Studio View Mountain gunung,0,1,Cimanggis,Depok,106.8939,-6.4274,1,21,Tower Dahoma,13,IDR,30000000
The Summit Apartment 2BR Fully Furnished,2,1,Kelapa Gading,Jakarta Utara,106.908867,-6.158495,1,86,Tower Everest 3,22,IDR,200000000
Kondominium Menara Kelapa Gading 1BR View Pool (Selatan),1,1,Kelapa Gading,Jakarta Utara,106.916638,-6.169078,1,66,Tower D,23,IDR,48000000
Taman Anggrek Residence 1BR Fully Furnished,1,1,Tanjung Duren,Jakarta Barat,106.7917,-6.1792,1,38,Tower Espiritu,14,IDR,60000000
Casa Grande Apartment 1BR Fully Furnished,1,1,Casablanca,Jakarta Selatan,106.842672,-6.224187,1,51,Tower Mirage,24,IDR,170100000
Taman Anggrek Residence 2BR Non Furnished,2,1,Tanjung Duren,Jakarta Barat,106.7917,-6.1792,0,50,Tower Azalea,11,IDR,82000000
M-Town Residence Serpong 2BR Non Furnished,2,1,Serpong,Tangerang,106.632866,-6.242534,0,48,Tower Carmel,12,IDR,40000000
Essence Darmawangsa Apartment 3BR Fully Furnished,3,2,Dharmawangsa,Jakarta Selatan,106.804426,-6.258746,1,136,Tower 2,22,USD,18000
Puri Park View Apartment 2BR View City,2,1,Kebon Jeruk,Jakarta Barat,106.756061,-6.192081,1,32,Tower B,20,IDR,35000000
Taman Anggrek Residence Studio Fully Furnished,0,1,Tanjung Duren,Jakarta Barat,106.7917,-6.1792,1,26,Tower Esperitu,14,IDR,45000000
Kemang Village Apartment Studio Fully Furnished,0,1,Kemang,Jakarta Selatan,106.811453,-6.259374,1,38,Tower intercon,20,IDR,108000000
Kota Ayodhya Apartment 2BR Fully Furnished,2,1,Cikokol,Tangerang,106.629106,-6.199893,1,39,Tower Coral,20,IDR,53000000
Signature Park Apartment 2BR Fully Furnished,2,1,Tebet,Jakarta Selatan,106.854417,-6.242631,1,38,Tower 1,23,IDR,90000000
Bassura City Apartment 2BR Tower Alamanda,2,1,Cipinang,Jakarta Timur,106.879075,-6.225031,1,34,Tower Alamanda,19,IDR,65300000
Kemang Village Apartment 3BR Fully Furnished,3,3,Kemang,Jakarta Selatan,106.811453,-6.259374,1,181,Tower Infinity,22,USD,39600
Puri Park View Apartment Studio View Pool&City,0,1,Kebon Jeruk,Jakarta Barat,106.756061,-6.192081,0,22,Tower CB,14,IDR,18900000
Ancol Mansion Apartment 3BR Tower AO,3,2,Ancol,Jakarta Utara,106.845853,-6.122102,0,189,Tower AO,22,IDR,200000000
Kalibata City Green Palace 2BR View city,2,1,Kalibata,Jakarta Selatan,106.849866,-6.257697,1,35,Tower Lotus,24,IDR,60000000
Puri Orchard Apartment 1BR Fully Furnished,1,1,Cengkareng,Jakarta Barat,106.729326,-6.166036,1,35.2,Tower Orange Groove Wing B,21,IDR,48000000
Casablanca Apartment 1BR Fully Furnished,1,1,Casablanca,Jakarta Selatan,106.845273,-6.222923,1,83,Tower 2,24,IDR,259300000
Thamrin Residence Apartment 2BR Fully Furnished,2,1,Thamrin,Jakarta Pusat,106.816842,-6.197352,1,65,Tower E,24,IDR,144000000
Bassura City Apartment 2BR View City,2,1,Cipinang,Jakarta Timur,106.879075,-6.225031,0,34,Tower E,15,IDR,30000000
Puri Park View Apartment 2BR View City,2,1,Kebon Jeruk,Jakarta Barat,106.756061,-6.192081,1,35,Tower AAA,20,IDR,38000000
Taman Anggrek Residence 1BR Semi Furnished,1,1,Tanjung Duren,Jakarta Barat,106.7917,-6.1792,0,38,Tower Fragrant,11,IDR,71000000
Mediterania Palace Kemayoran 2BR View City (Barat),2,1,Kemayoran,Jakarta Pusat,106.85277,-6.154767,1,37,Tower -,19,IDR,63000000
Central Park Apartment 2BR Tower Amandine,2,1,Tanjung Duren,Jakarta Barat,106.789934,-6.178351,1,88,Tower Amandine,24,IDR,160000000
Puri Orchard Apartment Studio Non Furnished,0,1,Cengkareng,Jakarta Barat,106.729326,-6.166036,0,26,Tower Cedar Height,16,IDR,24000000
Madison Park 1BR View City,1,1,Tanjung Duren,Jakarta Barat,106.788741,-6.178919,1,29,Tower 01,21,IDR,65000000
Kalibata City Apartment 2BR Tower,2,1,Pancoran,Jakarta Selatan,106.851836,-6.257163,1,33,Tower Damar,20,IDR,40000000
Taman Sari Semanggi Apartment Studio Fully Furnished,1,1,Semanggi,Jakarta Selatan,106.819159,-6.226598,1,45,Tower B,23,IDR,84000000
Saveria Apartment 2BR Fully Furnished,2,1,BSD City,Tangerang,106.6522,-6.307,1,0,Tower South,16,IDR,60000000
Sudirman Park Apartment 3+1BR Tower B,3,2,Sudirman,Jakarta Pusat,106.818029,-6.205971,1,100,Tower B,24,IDR,156000000
Kemang Village Apartment 3BR Tower Empire,3,3,Kemang,Jakarta Selatan,106.811453,-6.259374,1,132,Tower Empire,19,IDR,265000000
Signature Park Apartment Studio Fully Furnished,0,1,Tebet,Jakarta Selatan,106.854417,-6.242631,1,24,Tower B,22,IDR,50000000
Pakubuwono Terrace 2BR Fully Furnished,2,1,Kebayoran Lama,Jakarta Selatan,106.769194,-6.237472,1,38,Tower North,20,IDR,60000000
Green Pramuka City Apartment 2BR Tower Orcid,2,1,Cempaka Putih,Jakarta Pusat,106.873191,-6.187929,1,33,Tower Orcid,20,IDR,52000000
Kota Ayodhya Apartment 2BR View pool,2,1,Cikokol,Tangerang,106.629106,-6.199893,0,38.45,Tower Sienna,19,IDR,30000000
Taman Anggrek Residence Studio Fully Furnished,0,1,Tanjung Duren,Jakarta Barat,106.7917,-6.1792,1,26,Tower Fragrant,13,IDR,43500000
The Summit Apartment 3BR View City,3,2,Kelapa Gading,Jakarta Utara,106.908867,-6.158495,1,151,Tower Alpen,22,IDR,226000000
The Royale SpringHill Residence 1BR Fully Furnished,1,1,Kemayoran,Jakarta Pusat,106.85069,-6.146146,1,73,Tower Magnolia,23,IDR,120000000
Thamrin Executive Residence Studio Fully Furnished,0,1,Thamrin,Jakarta Pusat,106.816495,-6.195839,1,25,Tower 1,22,IDR,78000000
Branz BSD Apartment 1BR Fully Furnished,1,1,BSD City,Tangerang,106.6423,-6.3002,1,45,Tower B,15,IDR,140000000
Pancoran Riverside Apartment 1BR View Parkir,1,1,Pancoran,Jakarta Selatan,106.861756,-6.252397,0,36,Tower 2,21,IDR,32400000
Signature Park Apartment 2BR Tower,2,1,Tebet,Jakarta Selatan,106.854417,-6.242631,1,38,Tower TB,23,IDR,84000000
Branz BSD Apartment 2BR Tower East,2,2,BSD City,Tangerang,106.6423,-6.3002,1,111,Tower East,15,IDR,150000000
Taman Anggrek Condominium Apartment 2BR Tower 4,2,1,Tanjung Duren,Jakarta Barat,106.793302,-6.177578,1,88,Tower 4,23,IDR,100000000
Hamptons Park Apartment 2BR View City,2,2,Pondok Indah,Jakarta Selatan,106.791409,-6.282965,1,96,Tower B,24,IDR,275400000
Bassura City Apartment 2BR View City,2,1,Cipinang,Jakarta Timur,106.879075,-6.225031,1,34,Tower Heliconia,19,IDR,55000000
Lavenue Apartment 1BR View city,1,1,Pancoran,Jakarta Selatan,106.842971,-6.24805,1,59,Tower North,22,IDR,132000000
Mutiara Bekasi Apartment 2BR View Toll Jkt Cikampek,2,1,Pekayon,Bekasi,106.9906,-6.2519,1,36,Tower B,15,IDR,50000000
The Nest Apartment 2BR Tower E,2,1,Karang Tengah,Tangerang,106.723973,-6.195343,0,44,Tower E,18,IDR,37000000
Metro Park Residence Studio Fully Furnished,0,1,Kedoya,Jakarta Barat,106.757651,-6.186415,1,27,Tower Milan,19,IDR,38000000
Lavenue Apartment 2BR Fully Furnished,2,1,Pancoran,Jakarta Selatan,106.842971,-6.24805,1,72,Tower South,22,IDR,196000000
Pakubuwono Terrace 2BR Tower N,2,1,Kebayoran Lama,Jakarta Selatan,106.769194,-6.237472,1,38,Tower N,20,IDR,66000000
Gading Green Hill Apartment 2BR View City,2,1,Kelapa Gading,Jakarta Utara,106.915901,-6.14809,1,43,Tower A,23,IDR,48000000
Hamptons Park Apartment 3BR Fully Furnished,3,2,Pondok Indah,Jakarta Selatan,106.791409,-6.282965,1,121,Tower A,24,IDR,309000000
Grand Kamala Lagoon Apartment Studio Fully Furnished,0,1,Pekayon,Bekasi,106.9791,-6.2507,1,26,Tower North,14,IDR,36000000
The Oasis Cikarang Apartment Studio Fully Furnished,0,1,Cikarang,Bekasi,107.1284,-6.3253,1,30,Tower Mahogany,8,IDR,57000000
Kemang Village Apartment Studio Fully Furnished,0,1,Kemang,Jakarta Selatan,106.811453,-6.259374,1,43,Tower Intercon,22,IDR,150000000
Red Top Apartment 2BR Fully Furnished,2,2,Pecenongan,Jakarta Pusat,106.827032,-6.164002,1,98,Tower 1,24,IDR,90000000
Thamrin Residence Apartment 2BR View City (Timur),2,2,Thamrin,Jakarta Pusat,106.816842,-6.197352,1,84,Tower XC,23,IDR,138000000
Metro Park Residence Studio Non Furnished,0,1,Kedoya,Jakarta Barat,106.757651,-6.186415,0,32,Tower Milan,16,IDR,29600000
Ciputra International Puri 3BR  Furnished,3,2,Puri Indah,Jakarta Barat,106.730093,-6.174074,0,122,Tower Amsterdam,11,IDR,80000000
Mediterania Garden Residence 2 1BR Fully Furnished,1,1,Tanjung Duren,Jakarta Barat,106.788166,-6.175894,1,35,Tower F,22,IDR,45000000
Taman Anggrek Condominium Apartment 2BR Fully Furnished,2,1,Tanjung Duren,Jakarta Barat,106.793302,-6.177578,1,88,Tower 1,24,IDR,110000000
The Capital Residences 3BR Fully Furnished,3,2,SCBD,Jakarta Selatan,106.81129,-6.225663,1,170,Tower I,21,IDR,599400000
Gading Mediterania Residence 2BR Fully Furnished,2,1,Kelapa Gading,Jakarta Utara,106.8944,-6.159513,1,38,Tower A,21,IDR,40000000
Senayan Residence 2BR View City,2,2,Senayan,Jakarta Selatan,106.794123,-6.222613,1,110,Tower -,20,IDR,397250000
Pluit Sea View 2BR Tower Maldives,2,1,Pluit,Jakarta Utara,106.807122,-6.121077,1,42,Tower Maldives,20,IDR,38050000
Belleza Apartment 1BR Fully Furnished,1,1,Permata Hijau,Jakarta Selatan,106.783318,-6.220183,1,60,Tower Albergo,21,IDR,163800000
Bassura City Apartment 2BR Fully Furnished,2,1,Cipinang,Jakarta Timur,106.879075,-6.225031,1,34,Tower G,19,IDR,63550000
Puri Park View Apartment Studio Tower AAA,0,1,Kebon Jeruk,Jakarta Barat,106.756061,-6.192081,0,22,Tower AAA,20,IDR,28000000
Neo Soho Residence 1BR Tower Avenue,1,2,Tanjung Duren,Jakarta Barat,106.790105,-6.174872,0,123,Tower Avenue,17,IDR,170000000
Taman Anggrek Condominium Apartment 2BR Fully Furnished,2,1,Tanjung Duren,Jakarta Barat,106.793302,-6.177578,1,88,Tower 4,24,IDR,90000000
Sahid Sudirman Residence 2BR View City,2,2,Sudirman,Jakarta Pusat,106.819529,-6.209877,1,84,Tower -,24,IDR,204000000
Kemang Village Apartment Studio Fully Furnished,0,1,Kemang,Jakarta Selatan,106.811453,-6.259374,1,43,Tower Intercone,22,IDR,144000000
Callia Apartment 2BR Fully Furnished,2,2,Kelapa Gading,Jakarta Timur,106.89321,-6.175884,1,64,Tower 1,17,IDR,60000000
Essence Darmawangsa Apartment 3BR Tower South,3,2,Dharmawangsa,Jakarta Selatan,106.804426,-6.258746,1,150,Tower South,22,IDR,425000000
Puri Mansion  1BR Fully Furnished,1,1,Puri Indah,Jakarta Barat,106.728591,-6.182729,1,37,Tower A,14,IDR,60000000
Taman Anggrek Residences 2BR Full Furnished,2,1,Tanjung Duren,Jakarta Barat,106.7917,-6.1792,1,44,Tower Calypso,8,IDR,90000000
Puri Orchard Apartment 1BR Semi Furnished,1,1,Cengkareng,Jakarta Barat,106.729326,-6.166036,0,35,Tower Cedar Heights,18,IDR,40000000
Menteng Square Apartment 2BR View City,2,1,Menteng,Jakarta Pusat,106.851858,-6.200232,1,33,Tower C,20,IDR,46000000
Grand Kamala Lagoon Apartment 2BR Fully Furnished,2,1,Pekayon,Bekasi,106.9791,-6.2507,1,54,Tower Emerald South,14,IDR,96000000
City Park Apartment 2BR Tower DA,2,1,Cengkareng,Jakarta Barat,106.736764,-6.131013,0,36,Tower DA,18,IDR,25000000
Kalibata City Apartment 2BR Tower Mawar,2,1,Pancoran,Jakarta Selatan,106.851836,-6.257163,1,33,Tower Mawar,20,IDR,45000000
Thamrin Executive Residence Studio Tower 1,0,1,Thamrin,Jakarta Pusat,106.816495,-6.195839,1,35,Tower 1,22,IDR,83000000
The Oasis Cikarang Apartment Studio Tower Mahogani,0,1,Cikarang,Bekasi,107.1284,-6.3253,1,30,Tower Mahogani,7,IDR,52000000
Park Royal Apartment Studio View City (Selatan),0,1,Gatot Subroto,Jakarta Pusat,106.80924,-6.213072,1,34,Tower 3,23,IDR,96000000
Puri Orchard Apartment 1BR Non Furnished,1,1,Cengkareng,Jakarta Barat,106.729326,-6.166036,0,35,Tower OG b,15,IDR,36000000
Condominium Green Bay Pluit SeaView 3BR Tower J,3,2,Pluit,Jakarta Utara,106.779326,-6.107877,0,118,Tower J,15,IDR,120000000
ST Moritz Apartment 3BR Tower Presidensial Suite,3,3,Puri Indah,Jakarta Barat,106.73873,-6.190723,1,218,Tower Presidensial Suite,22,IDR,480000000
Poins Square Apartment 2BR Tower B,2,2,Lebak Bulus,Jakarta Selatan,106.77816,-6.289954,1,82,Tower B,23,IDR,96000000
The Windsor 2BR View City,2,2,Puri Indah,Jakarta Barat,106.736123,-6.186315,1,111,Tower 1,21,IDR,250000000
Tree Park BSD Studio View Pool,0,1,Serpong,Tangerang,106.664798,-6.298449,0,24,Tower Alpine,2,IDR,25000000
Kalibata City Green Palace Studio View City,0,1,Kalibata,Jakarta Selatan,106.849866,-6.257697,1,21,Tower Raffles,21,IDR,36000000
Niffaro Park Apartment Studio Fully Furnished,0,1,Pasar Minggu,Jakarta Selatan,106.844157,-6.263361,1,26,Tower Mahoni,21,IDR,50000000
Taman Sari Sudirman Studio Fully Furnished,0,1,Sudirman,Jakarta Selatan,106.821415,-6.216503,1,28,Tower B,20,IDR,66000000
Green Pramuka City Apartment 2BR Tower Chrysant,2,1,Cempaka Putih,Jakarta Pusat,106.873191,-6.187929,1,33,Tower Chrysant,21,IDR,47000000
Tamansari Mahogany Apartment Studio Fully Furnished,0,1,Pantura,Karawang,107.2711,-6.3394,1,2,Tower 1,12,IDR,40000000
The Mansion Kemayoran Bougenville 2BR Tower Emerald,2,1,Kemayoran,Jakarta Pusat,106.85716,-6.14607,1,48,Tower Emerald,22,IDR,65000000
Kemang Village Apartment 3BR View Pool&City,3,2,Kemang,Jakarta Selatan,106.811453,-6.259374,1,132,Tower Empire,21,USD,26400
Aspen Residence Apartment 3BR Fully Furnished,3,2,Fatmawati,Jakarta Selatan,106.795392,-6.303504,1,102,Tower A,21,IDR,126000000
Kemang View Apartment 2BR View Kolam renang,2,1,Pekayon,Bekasi,106.9902,-6.2565,1,35,Tower Mahogany,11,IDR,36000000
Sunter Icon 2BR View City,2,1,Sunter,Jakarta Utara,106.853714,-6.134868,1,46,Tower West,20,IDR,37000000
Kebagusan City Apartment 1BR Tower Anggrek,1,1,Kebagusan,Jakarta Selatan,106.835418,-6.307531,0,22,Tower Anggrek,21,IDR,32000000
Taman Sari Semanggi Apartment 2BR Tower B,2,1,Semanggi,Jakarta Selatan,106.819159,-6.226598,1,69,Tower B,24,IDR,132000000
Lavenue Apartment 2BR View City,2,1,Pancoran,Jakarta Selatan,106.842971,-6.24805,1,70,Tower South,22,IDR,204000000
Mediterania Garden Residence 2 2BR View city,2,1,Tanjung Duren,Jakarta Barat,106.788166,-6.175894,1,42,Tower J,23,IDR,58000000
Ciputra International Puri 1BR Fully Furnished,1,1,Puri Indah,Jakarta Barat,106.730093,-6.174074,1,43,Tower Amsterdam,14,IDR,60000000
Kemang Village Apartment 2BR Tower Cosmopolitan,2,2,Kemang,Jakarta Selatan,106.811453,-6.259374,1,121,Tower Cosmopolitan,22,IDR,234000000
Metro Park Residence 2BR Tower Manhattan,2,1,Kedoya,Jakarta Barat,106.757651,-6.186415,0,53,Tower Manhattan,16,IDR,42000000
Kemang Village 2BR,2,2,Kemang,Jakarta Selatan,106.811453,-6.259374,1,124,Tower Cosmopolitan,16,IDR,252000000
Central Park Apartment 2BR Tower Amandine,2,1,Tanjung Duren,Jakarta Barat,106.789934,-6.178351,1,87,Tower Amandine,24,IDR,200000000
Menteng Park Studio Fully Furnished,0,1,Menteng,Jakarta Pusat,106.838463,-6.191791,1,32,Tower Diamond,22,IDR,60000000
Somerset Grand Citra Kuningan  3+1BR Fully Furnished,3,3,Kuningan,Jakarta Selatan,106.824825,-6.224548,1,135,Tower Condo,22,IDR,310650000
Irvine Suites Apartment 1BR Tower Irvine,1,1,Cikarang,Bekasi,107.1651,-6.3322,0,46,Tower Irvine,8,IDR,50000000
Mediterania Palace Kemayoran 2BR Fully Furnished,2,1,Kemayoran,Jakarta Pusat,106.85277,-6.154767,1,37,Tower -,20,IDR,63000000
Thamrin Residence Apartment 1BR View City (Barat),1,1,Thamrin,Jakarta Pusat,106.816842,-6.197352,1,42,Tower Edelweiss,21,IDR,96000000
Gading Nias Apartment 2BR Tower Dahlia,2,1,Kelapa Gading,Jakarta Utara,106.91636,-6.154352,0,36,Tower Dahlia,19,IDR,21750000
Puri Orchard Apartment Studio View City (Timur),0,1,Cengkareng,Jakarta Barat,106.729326,-6.166036,0,26,Tower Cedar Height,13,IDR,25000000
Thamrin Residence Apartment 2BR View City,2,1,Thamrin,Jakarta Pusat,106.816842,-6.197352,1,65,Tower D,22,IDR,120000000
Silkwood Residence 1BR Tower Mapple,1,1,Serpong,Tangerang,106.650661,-6.224871,1,50,Tower Mapple,16,IDR,45000000
Royal Mediterania Garden Residence Studio Fully Furnished,0,1,Tanjung Duren,Jakarta Barat,106.789248,-6.176076,1,30,Tower lavender south,18,IDR,57000000
